rank,sn,carries,crosses,county,owner,maint,year_built,year_recon,adt,adt_year,truck_pct,min_rating,poor_since,streak,status,lat,lon
496,150440.0,130TH ST,OVERFLOW L VOLGA R,Fayette,County,County,1916,0.0,39,2022,0,4.0,2010,16,Posted (load limit),42.81806944444445,-91.87760555555555
497,348280.0,LOCAL ROAD,CREEK,Winneshiek,County,County,1900,0.0,39,2022,0,4.0,2010,16,Open,43.39496944444444,-91.70828333333334
498,80530.0,BUTLER AV,CREEK,Bremer,County,County,1968,1976.0,39,2022,0,3.0,2010,16,Posted (load limit),42.904536111111106,-92.55421666666666
499,348230.0,LOCAL ROAD,CREEK,Winneshiek,County,County,1900,1980.0,39,2022,0,4.0,2010,16,Posted (load limit),43.26275277777778,-92.00701111111111
500,12810.0,SHERMAN ST,DRAINAGE,Clarke,County,County,1900,0.0,37,2022,0,4.0,2010,16,Posted (restriction),41.01198611111111,-93.59545555555555
501,173670.0,1870 CRANE AVE,BOONE RIVER,Hancock,County,County,1925,0.0,36,2021,0,3.0,2010,16,Posted (load limit),43.03247777777778,-93.93088611111112
502,64560.0,LOCAL,STREAM,Appanoose,County,County,1948,0.0,35,2022,0,0.0,2010,16,CLOSED to traffic,40.71489444444445,-92.91958333333334
503,305155.0,LOCAL,INDIAN CREEK,Shelby,County,County,1926,0.0,35,2022,0,2.0,2010,16,CLOSED to traffic,41.60551944444445,-95.12147222222221
504,101031.0,LOCAL - DAYTONA,BUCK CREEK,Cass,County,County,1980,0.0,35,2022,0,3.0,2010,16,Posted (load limit),41.45396388888889,-95.03583888888889
505,98980.0,LOCAL - 765TH,WATERWAY,Cass,County,County,1900,0.0,35,2022,0,4.0,2010,16,Open,41.39505555555556,-94.72939166666667
506,55970.0,LOCAL,NODAWAY CREEK,Adair,County,County,1900,0.0,35,2022,0,4.0,2010,16,Posted (load limit),41.330983333333336,-94.48968333333333
507,102220.0,CHARLES AVE,W BR WAPSINONOC CR,Cedar,County,County,1925,0.0,35,2021,0,3.0,2010,16,Posted (load limit),41.63086111111111,-91.32730555555555
508,101610.0,FM,ELKHORN CREEK (LITTLE),Cedar,County,County,1915,0.0,35,2021,0,4.0,2010,16,Posted (restriction),41.61906388888889,-90.97602222222223
509,203770.0,SW 520TH ST,DEER CREEK,Johnson,County,County,1900,1989.0,35,2021,0,4.0,2010,16,Posted (load limit),41.555138888888884,-91.80434166666666
510,359190.0,BUCHANAN AVE,BOONE RIVER,Wright,County,County,1912,0.0,35,2022,0,0.0,2010,16,CLOSED to traffic,42.857175,-93.94623333333334
511,57730.0,YORK AVE,PLUNGER CREEK,Adair,County,County,1938,0.0,35,2021,23,3.0,2010,16,Posted (load limit),41.43038611111111,-94.26059166666667
512,199105.0,LOCAL,SMALL STREAM,Jasper,County,County,1974,0.0,35,2022,0,4.0,2010,16,Posted (load limit),41.8609,-93.11618888888889
513,333970.0,LOCAL ROAD,PAINTER CREEK,Warren,County,County,1958,1970.0,35,2022,6,3.0,2010,16,Posted (load limit),41.28090833333333,-93.77029722222223
514,242010.0,LOCAL,SNIPE CREEK,Marshall,County,County,1918,0.0,35,2022,0,4.0,2010,16,Posted (load limit),41.91158333333333,-93.07786388888888
515,242790.0,LOCAL,CREEK,Marshall,County,County,1918,0.0,35,2022,0,4.0,2010,16,Open,42.03065,-93.078975
516,343900.0,LOCAL,DEER CREEK,Webster,County,County,1900,0.0,35,2022,0,3.0,2010,16,Posted (load limit),42.61636111111111,-94.27558611111111
517,326091.0,LOC DOGWOOD AVE,SMALL STREAM,Union,County,County,1989,0.0,35,2022,0,3.0,2010,16,CLOSED to traffic,41.04832777777778,-94.40437222222222
518,242070.0,LOCAL,SNIPE CREEK,Marshall,County,County,1917,0.0,35,2022,0,4.0,2010,16,Posted (load limit),41.891933333333334,-93.07003055555555
519,257450.0,LOCAL,CREEK,Muscatine,County,County,1956,0.0,35,2022,0,4.0,2010,16,Posted (load limit),41.44479444444444,-90.94065833333333
520,305860.0,LOCAL,MOSQUITO CREEK,Shelby,County,County,1917,1991.0,35,2022,0,4.0,2010,16,Posted (load limit),41.631116666666664,-95.52388611111111
521,132620.0,COUNTY ROAD,FROG CREEK,Dallas,County,County,1937,1961.0,35,2022,0,0.0,2010,16,CLOSED to traffic,41.82474722222223,-94.10718333333332
522,186900.0,LOCAL,EAST FORK BATTLE CREEK,Ida,County,County,1900,0.0,35,2022,0,4.0,2010,16,Posted (restriction),42.41378611111111,-95.53525
523,327480.0,LOCAL,REEDS CREEK,Van Buren,County,County,1967,0.0,35,2022,0,4.0,2010,16,Posted (load limit),40.70665833333334,-91.75402222222222
524,245460.0,LCL-PAINTER RD,DRAINAGE,Mills,County,County,1930,1982.0,35,2021,0,2.0,2010,16,Open,40.91842222222222,-95.77552222222222
525,132820.0,LOCAL,NORTH WYACONDAH CREEK,Davis,County,County,1914,0.0,34,2022,0,4.0,2010,16,Posted (load limit),40.62046388888889,-92.23654166666667
526,71790.0,LOCAL,OPPOSSUM CREEK,Benton,County,County,1960,0.0,34,2021,0,3.0,2010,16,Posted (load limit),42.10864166666667,-91.97726666666667
527,76970.0,LOCAL,DES MOINES RIVER,Boone,County,County,1930,0.0,34,2022,0,4.0,2010,16,Posted (load limit),41.95068055555556,-93.85829722222222
528,176890.0,288TH ST,MOSQUITO CREEK,Harrison,County,County,1940,1970.0,34,2022,0,4.0,2010,16,Posted (load limit),41.590136111111114,-95.56278888888889
529,264400.0,280TH STREET,WEST MILL CREEK,Page,County,County,1940,1979.0,34,2022,0,4.0,2010,16,Posted (restriction),40.63875,-95.14072222222222
530,94390.0,LOCAL,MIDDLE RACOON RIVER,Carroll,County,County,1900,0.0,34,2022,0,4.0,2010,16,Posted (load limit),41.978566666666666,-94.78388333333334
531,271560.0,LYNX AVE,MUDDY CREEK,Plymouth,County,County,1949,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.56601944444444,-96.17432777777778
532,246560.0,FM-397TH ST,FARM CREEK,Mills,County,County,1959,0.0,34,2022,0,4.0,2010,16,Open,41.12641388888889,-95.42713888888889
533,314500.0,220TH ST,EAST BR INDIAN CREEK,Story,County,County,1900,1974.0,34,2022,0,4.0,2010,16,Posted (load limit),42.03429722222222,-93.37431944444444
534,97050.0,FM - YANKTON,NODAWAY RIVER,Cass,County,County,1949,0.0,34,2022,0,4.0,2010,16,Posted (load limit),41.17305555555555,-94.91757777777778
535,90510.0,LOCAL,PURGATORY CR.,Calhoun,County,County,1900,0.0,34,2022,0,3.0,2010,16,Posted (load limit),42.23858055555556,-94.61984722222222
536,135630.0,LOCAL,SOAP CR,Davis,County,County,1958,0.0,34,2021,0,4.0,2010,16,Posted (restriction),40.86345,-92.48129166666666
537,201950.0,LOCAL,BR.WALNUT CREEK,Jefferson,County,County,1950,0.0,34,2022,0,4.0,2010,16,Posted (load limit),41.11072777777778,-91.80534722222222
538,113620.0,LOCAL,CHARITON CREEK,Clarke,County,County,1900,0.0,34,2022,0,3.0,2010,16,Posted (load limit),40.92908611111111,-93.61425
539,104781.0,GRANT AVE,PIONEER CREEK,Cedar,County,County,1976,0.0,34,2022,0,4.0,2010,16,Open,41.93812222222222,-91.2345888888889
540,356070.0,450TH,STREAM,Worth,County,County,1962,0.0,34,2022,0,4.0,2010,16,Open,43.41500833333333,-93.14146111111111
541,217370.0,P14 10TH AVE,E FORK DES MOINES RIVER,Kossuth,County,County,1900,0.0,34,2021,0,4.0,2010,16,Posted (load limit),43.34503333333333,-94.44275
542,78280.0,LOCAL,MONTGOMERY CREEK,Boone,County,County,1900,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.15193333333333,-93.83471388888888
543,277470.0,GRANITE AVE,BROKEN KETTLE CREEK,Plymouth,County,County,1900,0.0,34,2022,0,3.0,2010,16,Posted (load limit),42.82682777777778,-96.39011388888889
544,316240.0,560TH AVE,HAM-STORY 1 OPEN DD,Story,County,County,1924,0.0,34,2022,0,4.0,2010,16,Posted (restriction),42.131883333333334,-93.58164722222222
545,151490.0,160TH ST,N BR VOLGA RIVER,Fayette,County,County,1950,0.0,34,2022,0,4.0,2010,16,Open,42.861558333333335,-91.92305277777778
546,277060.0,IRIS AVE,MINK CREEK,Plymouth,County,County,1900,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.86228333333334,-96.29241111111111
547,169980.0,LOCAL,STREAM,Guthrie,County,County,1957,0.0,34,2022,0,3.0,2010,16,Posted (load limit),41.792,-94.47376111111112
548,276880.0,JUNIPER AVE,MINK CREEK,Plymouth,County,County,1948,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.899775,-96.25339166666667
549,300200.0,LOCAL,SMALL CREEK,Sac,County,County,1925,0.0,34,2022,0,4.0,2010,16,Posted (restriction),42.36966944444445,-95.16581388888889
550,294490.0,LOCAL,NORTH WALNUT CREEK,Poweshiek,County,County,1951,0.0,34,2022,0,3.0,2010,16,Posted (load limit),41.86229166666667,-92.56704722222221
551,272760.0,260TH ST,DRY BRANCH,Plymouth,County,County,1956,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.677816666666665,-96.04276666666667
552,275060.0,200TH ST,MINK CREEK,Plymouth,County,County,1949,0.0,34,2022,0,4.0,2010,16,Posted (load limit),42.764225,-96.26503611111112
553,275070.0,200TH ST,MINK CREEK,Plymouth,County,County,1953,1982.0,34,2022,0,4.0,2010,16,Posted (load limit),42.76426388888889,-96.25977777777777
554,84940.0,LOCAL,RACCOON RIVER,Buena Vista,County,County,1933,0.0,34,2021,0,3.0,2010,16,Posted (load limit),42.705325,-95.07744722222222
555,309281.0,LOCAL,SMALL,Sioux,County,County,1978,0.0,34,2022,0,4.0,2010,16,Open,42.966058333333336,-96.35150277777777
556,109380.0,LOCAL-520TH ST.,FIDDLE CREEK,Cherokee,County,County,1924,0.0,34,2022,0,3.0,2010,16,Posted (load limit),42.76432222222222,-95.83100555555555
557,355660.0,380TH,STREAM,Worth,County,County,1964,0.0,33,2022,21,4.0,2010,16,Posted (load limit),43.31307777777778,-93.21414166666666
558,151530.0,Q AVE,VOLGA RIVER,Fayette,County,County,1940,0.0,33,2022,0,4.0,2010,16,Posted (load limit),42.83991944444445,-91.92360000000001
559,318020.0,LOCAL,BRANCH IOWA RIVER,Tama,County,County,1913,0.0,33,2022,0,3.0,2010,16,Posted (load limit),42.0327,-92.59401944444444
560,79660.0,160TH ST,BASKINS CREEK,Bremer,County,County,1961,0.0,33,2022,0,3.0,2010,16,Posted (load limit),42.818325,-92.4212
561,346980.0,LOCAL ROAD,TROUT CREEK,Winneshiek,County,County,1915,0.0,33,2022,0,4.0,2010,16,Posted (load limit),43.22661111111111,-91.85666111111111
562,164320.0,LOCAL,BRANCH BLACKHAWK CREEK,Grundy,County,County,1955,0.0,33,2022,21,4.0,2010,16,Open,42.37605555555555,-92.81481944444444
563,348170.0,LOCAL ROAD,TURKEY RIVER,Winneshiek,County,County,1959,0.0,33,2022,0,2.0,2010,16,CLOSED to traffic,43.27028333333333,-92.02067222222222
564,212710.0,LOCAL RD,SOUTH FORK ENGLISH RIVER,Keokuk,County,County,1960,0.0,31,2021,0,3.0,2010,16,Posted (load limit),41.48748333333334,-91.9701388888889
565,145170.0,LOCAL,LITTLE SIOUX,Dickinson,County,County,1920,2001.0,31,2021,0,3.0,2010,16,Posted (load limit),43.386430555555556,-95.23631944444445
566,223660.0,LOCAL,OTTER CREEK,Louisa,County,County,1920,0.0,30,2022,0,4.0,2010,16,Posted (load limit),41.137547222222224,-91.17799166666667
567,107970.0,590TH ST,MAPLE RIVER,Cherokee,County,County,1919,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,42.662480555555554,-95.47513611111111
568,107770.0,LOCAL- F AVE,SMALL CREEK,Cherokee,County,County,1919,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.56534722222222,-95.76110555555556
569,219611.0,LOCAL,SUGAR CREEK,Lee,County,County,1929,1971.0,30,2022,0,4.0,2010,16,Posted (load limit),40.80538333333333,-91.5929
570,85720.0,LOCAL,BR RACCOON RIVER,Buena Vista,County,County,1930,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.760152777777776,-95.13166388888888
571,81660.0,LOCAL 325TH ST,MUD CR,Buchanan,County,County,1953,0.0,30,2022,0,1.0,2010,16,CLOSED to traffic,42.31900277777778,-92.04583611111111
572,228150.0,LOCAL ROAD,OTTER CREEK,Lyon,County,County,1900,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,43.26091111111111,-95.94140833333334
573,89670.0,KIPLING AVE.,COLD WATER CREEK,Butler,County,County,1915,0.0,30,2022,0,3.0,2010,16,Posted (load limit),42.873925,-92.81989722222222
574,97550.0,LOCAL - 570TH,WATERWAY,Cass,County,County,1955,0.0,30,2022,0,3.0,2010,16,Posted (load limit),41.21693333333334,-95.09888888888888
575,272130.0,230TH ST,RATHBURN CREEK,Plymouth,County,County,1900,1965.0,30,2022,0,4.0,2010,16,Posted (load limit),42.720911111111114,-95.94297222222222
576,97310.0,LOCAL - WICHITA,THREE MILE CREEK,Cass,County,County,1972,1983.0,30,2022,0,3.0,2010,16,Posted (load limit),41.18750833333333,-94.95375
577,306680.0,LOCAL,SMALL STREAM,Shelby,County,County,1960,0.0,30,2022,0,4.0,2010,16,Posted (load limit),41.735794444444444,-95.46055555555556
578,65760.0,FM,WALNUT CREEK,Appanoose,County,County,1925,1941.0,30,2022,0,0.0,2010,16,CLOSED to traffic,40.73099444444445,-93.07787777777777
579,314190.0,597TH AVE,SMALL STREAM,Story,County,County,1974,0.0,30,2022,0,4.0,2010,16,CLOSED to traffic,41.897527777777775,-93.50855
580,275190.0,FIR AVE,BROKEN KETTLE CREEK,Plymouth,County,County,1900,1966.0,30,2022,0,4.0,2010,16,Posted (load limit),42.811794444444445,-96.40982222222223
581,275940.0,200TH ST,DRAINAGE,Plymouth,County,County,1959,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.76495833333333,-96.59145555555556
582,274230.0,PIONEER AVE,DEEP CREEK,Plymouth,County,County,1917,0.0,30,2021,0,4.0,2010,16,Posted (load limit),42.81406111111111,-96.03653333333334
583,279720.0,LOCAL,LITTLE CEDAR CREEK,Pocahontas,County,County,1952,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,42.799166666666665,-94.89504166666667
584,276190.0,140TH ST,DRAINAGE,Plymouth,County,County,1961,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.85196944444444,-95.93939722222223
585,171340.0,LOCAL,DRAINAGE DITCH,Hamilton,County,County,1923,0.0,30,2022,0,4.0,2010,16,Posted (restriction),42.33953888888889,-93.65923055555557
586,170660.0,FM,LONG DICK CREEK,Hamilton,County,County,1924,0.0,30,2022,0,4.0,2010,16,Open,42.28179166666666,-93.52338611111111
587,276500.0,NOBLE AVE,DEEP CREEK,Plymouth,County,County,1953,0.0,30,2021,0,4.0,2010,16,Posted (load limit),42.824925,-96.09539444444444
588,275490.0,FIR AVE,BULL RUN,Plymouth,County,County,1948,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.748194444444444,-96.40935277777778
589,278570.0,LOCAL,N LIZARD CREEK,Pocahontas,County,County,1900,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,42.68512777777777,-94.46270555555556
590,279630.0,LOCAL,LIZARD CREEK,Pocahontas,County,County,1954,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,42.76145555555556,-94.68959166666667
591,60570.0,110TH STREET,MIDDLE NODAWAY RIVER,Adams,County,County,1920,0.0,30,2023,0,0.0,2010,16,CLOSED to traffic,41.142672222222224,-94.68667500000001
592,279820.0,LOCAL,LITTLE CEDAR CREEK,Pocahontas,County,County,1953,0.0,30,2022,0,0.0,2010,16,CLOSED to traffic,42.74840555555556,-94.89075000000001
593,294531.0,LOCAL,STREAM,Poweshiek,County,County,1977,0.0,30,2022,0,4.0,2010,16,Open (temporary shoring),41.84833888888889,-92.63667500000001
594,294270.0,LOCAL,NORTH WALNUT CREEK,Poweshiek,County,County,1955,0.0,30,2022,0,3.0,2010,16,Posted (load limit),41.861330555555554,-92.45485000000001
595,352520.0,LOCAL,FARMERS DITCH,Woodbury,County,County,1900,1985.0,30,2022,37,3.0,2010,16,Posted (load limit),42.38769444444444,-96.24388611111111
596,55660.0,LOCAL,GRAND RIVER,Adair,County,County,1939,0.0,30,2021,0,3.0,2010,16,Posted (load limit),41.28706666666667,-94.29811944444444
597,56150.0,LOCAL,MIDDLE RIVER,Adair,County,County,1950,0.0,30,2022,0,4.0,2010,16,Posted (load limit),41.258497222222225,-94.54024166666666
598,85870.0,LOCAL,BROOKS CREEK,Buena Vista,County,County,1918,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.73687777777778,-95.26970833333333
599,271140.0,320TH ST,CREEK,Plymouth,County,County,1900,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.58987777777778,-96.01726666666667
600,271700.0,LOCAL,DRAINAGE,Plymouth,County,County,1955,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.60499166666667,-96.31396111111111
601,271070.0,310TH ST,CREEK,Plymouth,County,County,1900,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.60446388888889,-96.07200833333333
602,252340.0,LOCAL,CREEK,Monroe,County,County,1959,0.0,30,2022,0,3.0,2010,16,Posted (load limit),40.94874444444444,-93.03543611111111
603,180711.0,LOCAL,BERRY BRANCH,Henry,County,County,1974,0.0,30,2022,0,4.0,2010,16,Open,40.919155555555555,-91.67960555555555
604,76930.0,LOCAL,BIG CREEK,Boone,County,County,1917,0.0,30,2022,0,3.0,2010,16,Posted (load limit),41.89252222222222,-93.75078333333333
605,73540.0,FM,WOLF CREEK,Benton,County,County,1953,0.0,30,2021,0,4.0,2010,16,Posted (load limit),42.27342222222222,-92.24005555555556
606,187910.0,LOCAL,MILLER CREEK,Iowa,County,County,1930,0.0,30,2022,0,3.0,2010,16,Posted (load limit),41.551624999999994,-91.8475611111111
607,184950.0,FM,DM RIVER,Humboldt,County,County,1905,1982.0,30,2022,0,3.0,2010,16,Posted (load limit),42.77177777777778,-94.35495555555555
608,187710.0,LOCAL,BITTER CREEK,Ida,County,County,1960,0.0,30,2022,0,3.0,2010,16,Posted (load limit),42.52243333333333,-95.66237500000001
609,326440.0,LOCAL,SMALL STREAM,Union,County,County,1943,0.0,30,2022,23,3.0,2010,16,Posted (load limit),41.08463888888889,-94.016325
610,133810.0,LOCAL,CARTERS CREEK,Davis,County,County,1967,0.0,30,2021,0,0.0,2010,16,CLOSED to traffic,40.66842777777777,-92.48463333333333
611,326020.0,LOCAL,SMALL STREAM,Union,County,County,1900,0.0,30,2022,0,3.0,2010,16,CLOSED to traffic,41.07134166666667,-94.42199722222223
612,326340.0,LOCAL,SMALL STREAM,Union,County,County,1900,0.0,30,2022,13,3.0,2010,16,Posted (load limit),41.11356666666667,-94.08012222222222
613,137161.0,LOCAL,LITTLE RIVER,Decatur,County,County,1980,0.0,30,2022,0,3.0,2010,16,Posted (load limit),40.66003611111111,-93.74981666666666
614,190620.0,LOCAL,SMALL STREAM,Iowa,County,County,1920,0.0,30,2022,0,2.0,2010,16,CLOSED to traffic,41.737855555555555,-92.16206944444446
615,77630.0,LOCAL,PRAIRIE CREEK,Boone,County,County,1915,0.0,30,2022,0,4.0,2010,16,Open,42.10835,-93.77629999999999
616,242810.0,LOCAL,CREEK,Marshall,County,County,1918,0.0,30,2022,0,3.0,2010,16,Posted (load limit),42.025777777777776,-93.11257777777777
617,244400.0,LOCAL,BR MINERVA CR,Marshall,County,County,1919,1955.0,30,2022,0,4.0,2010,16,Posted (load limit),42.19526388888889,-93.21470555555555
618,244020.0,LOCAL,CREEK,Marshall,County,County,1940,0.0,30,2022,0,4.0,2010,16,Open,42.16663611111111,-92.88464166666667
619,243180.0,LOCAL,ROCK CR,Marshall,County,County,1950,0.0,30,2022,0,4.0,2010,16,Posted (load limit),42.08004722222223,-92.80546666666666
620,243810.0,LOCAL,MINERVA CR,Marshall,County,County,1919,2002.0,30,2022,0,4.0,2010,16,Posted (restriction),42.081586111111115,-93.175725
621,333630.0,LOCAL ROAD,FLANK CR,Warren,County,County,1955,0.0,30,2022,7,0.0,2010,16,CLOSED to traffic,41.26238333333333,-93.38922777777779
622,332730.0,LOCAL ROAD,WOLF CREEK,Warren,County,County,1958,0.0,30,2022,7,4.0,2010,16,Posted (load limit),41.20948888888889,-93.42364166666667
623,330690.0,LOCAL,LITTLE SOAP CREEK,Wapello,County,County,1930,0.0,30,2022,0,3.0,2010,16,Posted (load limit),40.937263888888886,-92.50528055555556
624,112530.0,LOCAL,LITTLE WAPSIPINICON RVR,Chickasaw,County,County,1952,1988.0,30,2022,0,3.0,2010,16,Posted (load limit),43.14140833333333,-92.42643611111112
625,116370.0,110TH AVE,WILLOW CREEK,Clay,County,County,1928,0.0,30,2022,0,4.0,2010,16,Open,43.06953333333334,-95.3685361111111
626,242890.0,LOCAL,BRANCH N TIMBER CREEK,Marshall,County,County,1920,0.0,30,2022,0,4.0,2010,16,Posted (load limit),41.97159722222222,-93.0318
627,340551.0,LOCAL,WALKER CREEK,Wayne,County,County,1983,0.0,30,2022,0,3.0,2010,16,Posted (load limit),40.851325,-93.15463055555556
628,342450.0,FM,BRUSHY CREEK,Webster,County,County,1900,0.0,30,2022,0,3.0,2010,16,Open,42.42576666666666,-93.97130555555556
629,197430.0,S 60TH AVE W,RED ROCK CREEK,Jasper,County,County,1926,0.0,30,2022,0,3.0,2010,16,Posted (restriction),41.63005555555556,-93.24857222222222
630,199000.0,LOCAL,BURR OAK CREEK,Jasper,County,County,1950,1969.0,30,2022,0,3.0,2010,16,Posted (load limit),41.79076111111111,-92.92974444444445
631,205300.0,120TH ST,STREAM,Johnson,County,County,1952,0.0,30,2021,0,4.0,2010,16,Posted (load limit),41.84561388888889,-91.42620555555555
632,200480.0,LOCAL,EAST BRANCH LICK CREEK,Jefferson,County,County,1950,0.0,30,2022,0,3.0,2010,16,Posted (load limit),40.92567777777778,-92.04931666666667
633,202610.0,LOCAL,CREEK,Jefferson,County,County,1957,0.0,30,2022,0,4.0,2010,16,Posted (load limit),41.098111111111116,-92.11844444444444
634,240120.0,LOCAL,STREAM,Marion,County,County,1956,0.0,30,2022,0,3.0,2010,16,Posted (load limit),41.27558333333333,-93.21012777777779
635,356380.0,SPRUCE,DRAINAGE DITCH,Worth,County,County,1955,0.0,30,2022,0,4.0,2010,16,Open,43.43167777777778,-93.14125277777778
636,353490.0,LOCAL,WOLF CREEK,Woodbury,County,County,1940,0.0,30,2022,0,3.0,2010,16,Posted (load limit),42.45346388888889,-95.98070555555556
637,319200.0,LOCAL,BR SUGAR CREEK,Tama,County,County,1920,0.0,29,2022,0,3.0,2010,16,Posted (load limit),42.11411944444445,-92.76675833333333
638,232001.0,LOCAL,DRAINAGE,Madison,County,County,1945,2006.0,29,2022,0,4.0,2010,16,Posted (load limit),41.20316666666667,-93.96492777777777
639,283690.0,LOCAL,GRAYBILL CREEK,Pottawattamie,County,County,1950,1987.0,29,2022,0,3.0,2010,16,Posted (load limit),41.2456,-95.37513888888888
640,178020.0,PARKER TRAIL,SMALL CREEK,Harrison,County,County,1916,0.0,29,2022,0,3.0,2010,16,Open,41.66763333333333,-95.74177222222222
641,178850.0,MOBILE AVE,HOFFMAN CREEK,Harrison,County,County,1940,1962.0,29,2022,0,3.0,2010,16,Open,41.730983333333334,-95.847825
642,320230.0,LOCAL,WOLF CREEK,Tama,County,County,1953,1983.0,29,2022,0,4.0,2010,16,Open,42.25098055555556,-92.36240555555555
